id,timestamp,susceptible,exposed,carrier,infected,hospitalized,icu,dead,recovered
287f3ad6952943a8aae6c26676798030,155,1788,141,88,26,13,7,264,5875
287f3ad6952943a8aae6c26676798030,156,1779,135,77,32,7,11,264,5897
287f3ad6952943a8aae6c26676798030,157,1771,129,77,20,13,5,265,5922
287f3ad6952943a8aae6c26676798030,158,1761,125,72,24,6,11,265,5938
287f3ad6952943a8aae6c26676798030,159,1747,122,73,22,11,7,268,5952
287f3ad6952943a8aae6c26676798030,160,1742,114,71,19,10,9,268,5969
287f3ad6952943a8aae6c26676798030,161,1739,106,61,27,8,7,269,5985
287f3ad6952943a8aae6c26676798030,162,1737,94,61,20,10,6,271,6003
287f3ad6952943a8aae6c26676798030,163,1730,93,52,24,8,10,272,6013
287f3ad6952943a8aae6c26676798030,164,1726,85,54,16,7,9,273,6032
287f3ad6952943a8aae6c26676798030,165,1717,87,48,19,6,7,273,6045
287f3ad6952943a8aae6c26676798030,166,1713,85,46,14,9,5,273,6057
287f3ad6952943a8aae6c26676798030,167,1709,81,44,13,5,10,274,6066
287f3ad6952943a8aae6c26676798030,168,1704,76,44,16,6,9,275,6072
287f3ad6952943a8aae6c26676798030,169,1699,72,36,18,6,5,276,6090
287f3ad6952943a8aae6c26676798030,170,1697,69,34,12,4,5,277,6104
287f3ad6952943a8aae6c26676798030,171,1695,67,30,9,8,5,277,6111
287f3ad6952943a8aae6c26676798030,172,1692,62,31,9,6,9,277,6116
287f3ad6952943a8aae6c26676798030,173,1686,60,32,9,6,7,279,6123
287f3ad6952943a8aae6c26676798030,174,1685,56,25,14,3,4,279,6136
287f3ad6952943a8aae6c26676798030,175,1680,55,27,8,3,3,279,6147
287f3ad6952943a8aae6c26676798030,176,1679,49,31,5,3,3,279,6153
287f3ad6952943a8aae6c26676798030,177,1674,49,29,6,5,4,279,6156
287f3ad6952943a8aae6c26676798030,178,1672,45,28,8,2,3,279,6165
287f3ad6952943a8aae6c26676798030,179,1670,43,26,7,2,3,279,6172
287f3ad6952943a8aae6c26676798030,180,1668,39,25,9,4,2,279,6176
287f3ad6952943a8aae6c26676798030,181,1666,36,25,6,2,3,279,6185
287f3ad6952943a8aae6c26676798030,182,1664,31,27,8,0,4,279,6189
287f3ad6952943a8aae6c26676798030,183,1662,32,17,10,3,3,279,6196
287f3ad6952943a8aae6c26676798030,184,1659,33,16,7,3,3,279,6202
287f3ad6952943a8aae6c26676798030,185,1658,30,16,6,1,2,280,6209
287f3ad6952943a8aae6c26676798030,186,1656,30,14,5,1,3,280,6213
287f3ad6952943a8aae6c26676798030,187,1653,29,12,9,2,1,280,6216
287f3ad6952943a8aae6c26676798030,188,1651,26,15,3,3,2,280,6222
287f3ad6952943a8aae6c26676798030,189,1649,23,16,5,1,2,280,6226
287f3ad6952943a8aae6c26676798030,190,1648,19,20,2,3,2,281,6227
287f3ad6952943a8aae6c26676798030,191,1648,15,23,1,2,3,281,6229
287f3ad6952943a8aae6c26676798030,192,1647,13,24,2,1,2,282,6231
287f3ad6952943a8aae6c26676798030,193,1645,14,21,4,1,2,282,6233
