state,county,male life expectancy,female life expectancy
Alabama,Autauga,73.3,78.8
Alabama,Baldwin,75.0,80.3
Alabama,Barbour,72.2,77.2
Alabama,Bibb,71.5,76.8
Alabama,Blount,73.1,78.6
Alabama,Bullock,67.2,76.4
Alabama,Butler,69.4,78.1
Alabama,Calhoun,70.8,75.8
Alabama,Chambers,70.1,76.4
Alabama,Cherokee,72.2,77.1
Alabama,Chilton,70.8,76.9
Alabama,Choctaw,71.5,78.6
Alabama,Clarke,72.3,77.4
Alabama,Clay,71.7,76.6
Alabama,Cleburne,71.7,76.6
Alabama,Coffee,74.1,78.4
Alabama,Colbert,70.4,77.8
Alabama,Conecuh,69.4,78.1
Alabama,Coosa,70.8,76.9
Alabama,Covington,72.2,77.5
Alabama,Crenshaw,70.2,76.4
Alabama,Cullman,72.3,77.7
Alabama,Dale,73.4,78.0
Alabama,Dallas,68.6,75.4
Alabama,DeKalb,72.1,77.3
Alabama,Elmore,72.9,78.4
Alabama,Escambia,71.0,77.7
Alabama,Etowah,70.3,75.3
Alabama,Fayette,70.4,75.8
Alabama,Franklin,70.7,74.9
Alabama,Geneva,72.2,78.1
Alabama,Greene,70.0,77.9
Alabama,Hale,68.1,76.8
Alabama,Henry,71.9,78.5
Alabama,Houston,73.3,79.1
Alabama,Jackson,70.7,76.3
Alabama,Jefferson,72.0,77.5
Alabama,Lamar,71.8,77.2
Alabama,Lauderdale,72.8,78.8
Alabama,Lawrence,70.4,77.5
Alabama,Lee,76.3,78.7
Alabama,Limestone,74.6,79.5
Alabama,Lowndes,70.2,76.4
Alabama,Macon,67.2,76.4
Alabama,Madison,75.1,79.5
Alabama,Marengo,70.1,77.1
Alabama,Marion,70.3,76.4
Alabama,Marshall,71.5,76.6
Alabama,Mobile,71.7,77.8
Alabama,Monroe,70.8,77.7
Alabama,Montgomery,73.3,78.0
Alabama,Morgan,72.9,77.9
Alabama,Perry,68.1,76.8
Alabama,Pickens,71.6,76.4
Alabama,Pike,71.5,77.3
Alabama,Randolph,70.7,77.5
Alabama,Russell,68.8,76.1
Alabama,Shelby,77.3,81.0
Alabama,St. Clair,72.3,78.5
Alabama,Sumter,70.0,77.9
Alabama,Talladega,70.5,76.1
Alabama,Tallapoosa,72.6,78.5
Alabama,Tuscaloosa,72.4,77.9
Alabama,Walker,68.2,75.0
Alabama,Washington,71.5,77.8
Alabama,Wilcox,70.1,77.1
Alabama,Winston,70.2,76.8
Alaska,Aleutians East,75.8,80.1
Alaska,Aleutians West,75.8,80.1
Alaska,Anchorage,75.8,80.1
Alaska,Bethel,75.8,80.1
Alaska,Bristol Bay,75.8,80.1
Alaska,Dillingham,75.8,80.1
Alaska,Fairbanks North Star,75.8,80.1
Alaska,Haines,75.8,80.1
Alaska,Hoonah-Angoon,75.8,80.1
Alaska,Juneau City and,75.8,80.1
Alaska,Kenai Peninsula,75.8,80.1
Alaska,Ketchikan Gateway,75.8,80.1
Alaska,Kodiak Island,75.8,80.1
Alaska,Lake and Peninsula,75.8,80.1
Alaska,Matanuska-Susitna,75.8,80.1
Alaska,Nome,75.8,80.1
Alaska,North Slope,75.8,80.1
Alaska,Northwest Arctic,75.8,80.1
Alaska,Petersburg,75.8,80.1
Alaska,Prince of Wales-Hyder,75.8,80.1
Alaska,Sitka City and,75.8,80.1
Alaska,Skagway,75.8,80.1
Alaska,Southeast Fairbanks,75.8,80.1
Alaska,Valdez-Cordova,75.8,80.1
Alaska,Wade Hampton,75.8,80.1
Alaska,Wrangell City and,75.8,80.1
Alaska,Yakutat City and,75.8,80.1
Alaska,Yukon-Koyukuk,75.8,80.1
Arizona,Apache,68.5,77.5
Arizona,Cochise,75.4,80.5
Arizona,Coconino,75.7,81.8
Arizona,Gila,72.2,79.7
Arizona,Graham,74.2,79.3
Arizona,Greenlee,74.2,79.3
Arizona,La Paz,77.6,82.2
Arizona,Maricopa,77.6,82.2
Arizona,Mohave,72.7,78.7
Arizona,Navajo,72.1,78.5
Arizona,Pima,76.5,81.3
Arizona,Pinal,78.1,82.4
Arizona,Santa Cruz,76.4,82.3
Arizona,Yavapai,75.7,81.6
Arizona,Yuma,77.6,82.2
Arkansas,Arkansas,71.9,77.5
Arkansas,Ashley,72.1,77.7
Arkansas,Baxter,73.3,79.7
Arkansas,Benton,76.7,81.1
Arkansas,Boone,74.3,79.3
Arkansas,Bradley,72.7,77.2
Arkansas,Calhoun,71.7,77.5
Arkansas,Carroll,74.7,79.7
Arkansas,Chicot,69.8,76.4
Arkansas,Clark,72.0,79.0
Arkansas,Clay,72.1,77.7
Arkansas,Cleburne,74.2,80.4
Arkansas,Cleveland,72.7,77.2
Arkansas,Columbia,71.1,78.6
Arkansas,Conway,72.5,78.5
Arkansas,Craighead,72.7,78.6
Arkansas,Crawford,72.1,78.4
Arkansas,Crittenden,68.1,75.4
Arkansas,Cross,71.6,78.2
Arkansas,Dallas,71.7,77.5
Arkansas,Desha,69.8,76.4
Arkansas,Drew,72.9,78.0
Arkansas,Faulkner,74.4,79.7
Arkansas,Franklin,72.9,79.1
Arkansas,Fulton,72.7,78.3
Arkansas,Garland,72.2,78.5
Arkansas,Grant,73.6,78.9
Arkansas,Greene,72.6,77.2
Arkansas,Hempstead,72.1,77.7
Arkansas,Hot Spring,71.8,78.7
Arkansas,Howard,71.4,76.5
Arkansas,Independence,72.6,78.0
Arkansas,Izard,72.7,78.3
Arkansas,Jackson,71.6,75.7
Arkansas,Jefferson,71.6,77.1
Arkansas,Johnson,73.3,77.7
Arkansas,Lafayette,70.3,77.0
Arkansas,Lawrence,72.0,77.2
Arkansas,Lee,69.4,76.5
Arkansas,Lincoln,72.9,78.0
Arkansas,Little River,71.4,76.5
Arkansas,Logan,71.2,77.8
Arkansas,Lonoke,73.1,78.7
Arkansas,Madison,72.8,79.1
Arkansas,Marion,73.5,79.1
Arkansas,Miller,71.9,77.3
Arkansas,Mississippi,68.0,73.9
Arkansas,Monroe,69.4,76.5
Arkansas,Montgomery,72.9,78.4
Arkansas,Nevada,70.3,77.0
Arkansas,Newton,74.5,79.5
Arkansas,Ouachita,70.5,76.2
Arkansas,Perry,72.5,78.5
Arkansas,Phillips,67.4,74.4
Arkansas,Pike,72.7,78.6
Arkansas,Poinsett,68.3,75.0
Arkansas,Polk,72.7,78.6
Arkansas,Pope,74.1,79.0
Arkansas,Prairie,71.0,77.6
Arkansas,Pulaski,73.3,78.7
Arkansas,Randolph,72.9,78.5
Arkansas,Saline,75.2,80.4
Arkansas,Scott,72.9,78.4
Arkansas,Searcy,74.5,79.5
Arkansas,Sebastian,73.1,78.8
Arkansas,Sevier,72.1,77.3
Arkansas,Sharp,73.2,78.9
Arkansas,St. Francis,70.8,76.0
Arkansas,Stone,74.1,79.6
Arkansas,Union,69.8,76.0
Arkansas,Van Buren,74.1,79.6
Arkansas,Washington,75.4,80.3
Arkansas,White,73.4,78.6
Arkansas,Woodruff,71.0,77.6
Arkansas,Yell,72.5,79.0
California,Alameda,79.2,83.1
California,Alpine,78.1,81.3
California,Amador,77.2,80.0
California,Butte,75.2,79.1
California,Calaveras,77.3,81.6
California,Colusa,78.1,80.3
California,Contra Costa,79.0,82.9
California,Del Norte,74.1,77.7
California,El Dorado,78.8,82.7
California,Fresno,76.2,80.9
California,Glenn,75.1,79.9
California,Humboldt,74.5,79.2
California,Imperial,77.2,82.9
California,Inyo,76.0,81.2
California,Kern,75.3,79.5
California,Kings,77.6,79.5
California,Lake,73.3,78.0
California,Lassen,75.3,78.8
California,Los Angeles,78.4,83.0
California,Madera,76.1,81.2
California,Marin,81.4,85.0
California,Mariposa,77.4,80.6
California,Mendocino,75.4,79.5
California,Merced,76.7,80.4
California,Modoc,75.3,78.8
California,Mono,78.1,81.3
California,Monterey,79.2,83.3
California,Napa,78.1,82.5
California,Nevada,79.3,83.2
California,Orange,80.1,83.8
California,Placer,78.9,83.2
California,Plumas,76.7,80.0
California,Riverside,77.7,82.0
California,Sacramento,76.7,81.0
California,San Benito,78.5,82.2
California,San Bernardino,76.1,80.4
California,San Diego,78.9,82.9
California,San Francisco,78.8,84.4
California,San Joaquin,75.8,80.5
California,San Luis Obispo,78.9,82.4
California,San Mateo,80.3,84.3
California,Santa Barbara,78.7,83.6
California,Santa Clara,81.0,84.5
California,Santa Cruz,78.8,83.0
California,Shasta,74.0,79.0
California,Sierra,76.7,80.0
California,Siskiyou,74.0,79.2
California,Solano,77.0,80.9
California,Sonoma,78.5,82.0
California,Stanislaus,76.0,80.5
California,Sutter,76.7,79.8
California,Tehama,74.8,79.5
California,Trinity,74.0,79.2
California,Tulare,75.6,80.3
California,Tuolumne,78.1,81.3
California,Ventura,79.4,82.9
California,Yolo,78.0,82.1
California,Yuba,74.2,78.5
Colorado,Adams,78.2,82.0
Colorado,Alamosa,74.5,80.4
Colorado,Arapahoe,78.4,82.1
Colorado,Archuleta,77.0,81.3
Colorado,Baca,73.4,79.0
Colorado,Bent,73.4,79.0
Colorado,Boulder,78.2,82.0
Colorado,Broomfield,78.2,82.0
Colorado,Chaffee,77.7,82.2
Colorado,Cheyenne,74.7,79.5
Colorado,Clear Creek,79.6,83.3
Colorado,Conejos,77.0,81.3
Colorado,Costilla,74.5,80.4
Colorado,Crowley,74.5,79.3
Colorado,Custer,75.9,79.9
Colorado,Delta,75.8,81.1
Colorado,Denver,75.1,80.5
Colorado,Dolores,76.8,80.3
Colorado,Douglas,81.4,84.2
Colorado,Eagle,81.0,83.4
Colorado,El Paso,77.6,81.5
Colorado,Elbert,77.7,81.8
Colorado,Fremont,75.9,79.9
Colorado,Garfield,77.6,82.9
Colorado,Gilpin,76.9,81.6
Colorado,Grand,79.6,83.3
Colorado,Gunnison,81.6,84.3
Colorado,Hinsdale,77.0,80.4
Colorado,Huerfano,74.5,80.4
Colorado,Jackson,79.2,83.3
Colorado,Jefferson,78.2,82.0
Colorado,Kiowa,74.7,79.5
Colorado,Kit Carson,76.2,80.8
Colorado,La Plata,79.0,83.0
Colorado,Lake,77.4,81.7
Colorado,Larimer,79.3,82.7
Colorado,Las Animas,75.5,78.8
Colorado,Lincoln,74.7,79.5
Colorado,Logan,76.7,81.2
Colorado,Mesa,76.1,81.0
Colorado,Mineral,77.0,80.4
Colorado,Moffat,76.3,80.6
Colorado,Montezuma,76.8,80.3
Colorado,Montrose,76.0,81.0
Colorado,Morgan,76.5,79.9
Colorado,Otero,74.7,79.5
Colorado,Ouray,77.0,80.4
Colorado,Park,77.4,81.7
Colorado,Phillips,76.7,81.2
Colorado,Pitkin,81.6,84.3
Colorado,Prowers,73.4,79.0
Colorado,Pueblo,74.5,79.3
Colorado,Rio Blanco,76.3,80.6
Colorado,Rio Grande,77.0,80.4
Colorado,Routt,79.2,83.3
Colorado,Saguache,75.9,79.9
Colorado,San Juan,76.8,80.3
Colorado,San Miguel,76.8,80.3
Colorado,Sedgwick,76.7,81.2
Colorado,Summit,80.1,83.4
Colorado,Teller,77.7,82.5
Colorado,Washington,76.5,79.9
Colorado,Weld,78.2,82.0
Colorado,Yuma,76.2,80.8
Connecticut,Fairfield,79.5,83.7
Connecticut,Hartford,77.6,82.3
Connecticut,Litchfield,78.2,82.4
Connecticut,Middlesex,78.3,82.7
Connecticut,New Haven,77.4,82.0
Connecticut,New London,78.1,81.6
Connecticut,Tolland,79.5,81.6
Connecticut,Windham,76.6,80.9
Delaware,Kent,73.8,79.6
Delaware,New Castle,75.9,80.5
Delaware,Sussex,75.7,80.6
District of Columbia,District of Columbia,73.7,79.1
Florida,Alachua,75.5,80.7
Florida,Baker,68.8,77.3
Florida,Bay,73.5,78.8
Florida,Bradford,72.7,76.9
Florida,Brevard,75.4,81.0
Florida,Broward,77.1,81.9
Florida,Calhoun,74.2,77.4
Florida,Charlotte,75.9,82.6
Florida,Citrus,72.9,80.0
Florida,Clay,75.3,80.2
Florida,Collier,80.1,84.6
Florida,Columbia,72.6,77.7
Florida,DeSoto,76.8,79.3
Florida,Dixie,73.4,77.6
Florida,Duval,73.8,78.7
Florida,Escambia,73.2,78.4
Florida,Flagler,76.6,81.3
Florida,Franklin,74.3,77.9
Florida,Gadsden,71.5,77.5
Florida,Gilchrist,73.4,77.6
Florida,Glades,76.8,79.3
Florida,Gulf,74.2,77.4
Florida,Hamilton,73.8,76.8
Florida,Hardee,75.0,78.3
Florida,Hendry,73.4,78.0
Florida,Hernando,73.7,80.0
Florida,Highlands,75.5,80.3
Florida,Hillsborough,75.5,80.5
Florida,Holmes,71.1,76.4
Florida,Indian River,76.5,82.8
Florida,Jackson,73.6,78.0
Florida,Jefferson,73.7,77.9
Florida,Lafayette,72.7,78.6
Florida,Lake,75.8,81.3
Florida,Lee,78.0,83.2
Florida,Leon,76.6,80.8
Florida,Levy,72.4,78.2
Florida,Liberty,74.3,77.9
Florida,Madison,73.8,76.8
Florida,Manatee,76.7,82.3
Florida,Marion,74.3,80.3
Florida,Martin,78.2,83.2
Florida,Miami-Dade,77.5,83.4
Florida,Monroe,74.7,82.3
Florida,Nassau,75.2,79.6
Florida,Okaloosa,75.3,80.0
Florida,Okeechobee,73.6,77.3
Florida,Orange,76.7,81.5
Florida,Osceola,76.9,81.4
Florida,Palm Beach,78.1,83.5
Florida,Pasco,74.3,80.3
Florida,Pinellas,74.7,80.5
Florida,Polk,75.4,80.8
Florida,Putnam,71.0,77.8
Florida,Santa Rosa,75.2,80.3
Florida,Sarasota,77.5,83.4
Florida,Seminole,77.1,81.9
Florida,St. Johns,78.2,82.6
Florida,St. Lucie,76.4,81.6
Florida,Sumter,78.3,82.5
Florida,Suwannee,72.7,78.6
Florida,Taylor,73.7,77.9
Florida,Union,68.8,77.3
Florida,Volusia,73.7,80.5
Florida,Wakulla,75.0,79.0
Florida,Walton,74.0,79.5
Florida,Washington,71.7,77.2
Georgia,Appling,70.4,76.1
Georgia,Atkinson,70.6,75.6
Georgia,Bacon,69.8,77.2
Georgia,Baker,72.9,76.3
Georgia,Baldwin,73.0,78.8
Georgia,Banks,73.3,79.5
Georgia,Barrow,73.2,79.1
Georgia,Bartow,73.0,78.1
Georgia,Ben Hill,72.1,77.1
Georgia,Berrien,73.1,76.2
Georgia,Bibb,69.6,76.9
Georgia,Bleckley,71.5,76.0
Georgia,Brantley,71.1,78.4
Georgia,Brooks,72.9,78.0
Georgia,Bryan,73.0,78.8
Georgia,Bulloch,73.7,78.4
Georgia,Burke,70.6,77.0
Georgia,Butts,70.8,76.0
Georgia,Calhoun,71.9,76.9
Georgia,Camden,75.5,79.1
Georgia,Candler,71.3,76.3
Georgia,Carroll,73.0,77.4
Georgia,Catoosa,74.9,80.6
Georgia,Charlton,71.1,78.4
Georgia,Chatham,74.1,79.4
Georgia,Chattahoochee,72.8,77.8
Georgia,Chattooga,70.9,76.3
Georgia,Cherokee,77.2,81.0
Georgia,Clarke,75.2,80.5
Georgia,Clay,70.0,77.0
Georgia,Clayton,74.3,78.2
Georgia,Clinch,72.1,77.7
Georgia,Cobb,77.7,81.5
Georgia,Coffee,72.3,77.6
Georgia,Colquitt,72.8,77.9
Georgia,Columbia,76.4,80.5
Georgia,Cook,70.8,75.3
Georgia,Coweta,75.7,80.6
Georgia,Crawford,72.9,78.9
Georgia,Crisp,71.5,77.5
Georgia,Dade,72.2,77.5
Georgia,Dawson,76.1,79.7
Georgia,Decatur,71.0,76.4
Georgia,DeKalb,76.0,80.9
Georgia,Dodge,71.8,76.8
Georgia,Dooly,72.6,77.5
Georgia,Dougherty,72.5,78.5
Georgia,Douglas,75.0,78.4
Georgia,Early,70.0,77.0
Georgia,Echols,72.1,77.7
Georgia,Effingham,74.7,78.4
Georgia,Elbert,73.3,78.6
Georgia,Emanuel,70.3,75.9
Georgia,Evans,71.3,76.3
Georgia,Fannin,75.4,78.8
Georgia,Fayette,79.0,81.6
Georgia,Floyd,73.4,76.7
Georgia,Forsyth,79.2,82.6
Georgia,Franklin,71.5,78.1
Georgia,Fulton,74.8,79.6
Georgia,Gilmer,74.5,79.9
Georgia,Glascock,71.6,76.5
Georgia,Glynn,72.7,79.1
Georgia,Gordon,72.7,77.4
Georgia,Grady,73.3,78.5
Georgia,Greene,74.8,79.3
Georgia,Gwinnett,78.2,82.1
Georgia,Habersham,75.3,80.2
Georgia,Hall,76.4,81.1
Georgia,Hancock,71.6,76.5
Georgia,Haralson,70.8,74.9
Georgia,Harris,75.2,81.0
Georgia,Hart,73.7,78.8
Georgia,Heard,72.7,77.3
Georgia,Henry,74.9,79.1
Georgia,Houston,74.5,79.6
Georgia,Irwin,70.8,78.1
Georgia,Jackson,73.9,79.2
Georgia,Jasper,72.9,79.5
Georgia,Jeff Davis,69.8,77.2
Georgia,Jefferson,69.7,75.9
Georgia,Jenkins,70.6,76.5
Georgia,Johnson,72.9,77.1
Georgia,Jones,74.7,79.5
Georgia,Lamar,72.6,77.6
Georgia,Lanier,70.6,75.6
Georgia,Laurens,72.3,76.8
Georgia,Lee,75.8,78.4
Georgia,Liberty,73.8,79.0
Georgia,Lincoln,71.2,77.6
Georgia,Long,74.1,79.3
Georgia,Lowndes,72.1,77.7
Georgia,Lumpkin,75.3,79.2
Georgia,Macon,72.6,77.5
Georgia,Madison,72.4,78.6
Georgia,Marion,72.8,77.8
Georgia,McDuffie,70.3,76.1
Georgia,McIntosh,74.1,79.3
Georgia,Meriwether,70.0,78.2
Georgia,Miller,72.9,76.3
Georgia,Mitchell,71.1,77.1
Georgia,Monroe,74.0,78.6
Georgia,Montgomery,71.6,78.2
Georgia,Morgan,74.8,79.3
Georgia,Murray,72.2,77.0
Georgia,Muscogee,71.6,76.5
Georgia,Newton,73.7,78.5
Georgia,Oconee,77.3,82.4
Georgia,Oglethorpe,73.3,78.6
Georgia,Paulding,75.3,80.6
Georgia,Peach,69.2,78.2
Georgia,Pickens,74.9,78.9
Georgia,Pierce,70.4,78.0
Georgia,Pike,72.6,77.6
Georgia,Polk,71.2,76.4
Georgia,Pulaski,72.2,77.5
Georgia,Putnam,72.9,79.5
Georgia,Quitman,70.0,77.0
Georgia,Rabun,74.9,80.2
Georgia,Randolph,71.9,76.9
Georgia,Richmond,70.3,76.7
Georgia,Rockdale,75.6,79.9
Georgia,Schley,72.5,77.6
Georgia,Screven,70.6,76.5
Georgia,Seminole,72.9,76.3
Georgia,Spalding,71.2,76.7
Georgia,Stephens,72.7,77.7
Georgia,Stewart,70.0,77.0
Georgia,Sumter,72.5,77.6
Georgia,Talbot,70.0,78.2
Georgia,Taliaferro,71.2,77.6
Georgia,Tattnall,71.6,76.1
Georgia,Taylor,72.9,78.9
Georgia,Telfair,72.1,77.1
Georgia,Terrell,71.9,76.9
Georgia,Thomas,71.8,77.9
Georgia,Tift,72.1,77.9
Georgia,Toombs,72.2,77.4
Georgia,Towns,74.9,80.2
Georgia,Treutlen,71.6,78.2
Georgia,Troup,72.7,77.3
Georgia,Turner,70.8,78.1
Georgia,Twiggs,71.5,76.0
Georgia,Union,75.7,80.5
Georgia,Upson,71.4,76.1
Georgia,Walker,72.1,77.5
Georgia,Walton,72.9,78.6
Georgia,Ware,71.2,76.8
Georgia,Warren,71.6,76.5
Georgia,Washington,71.3,76.7
Georgia,Wayne,71.9,77.4
Georgia,Webster,70.0,77.0
Georgia,Wheeler,71.6,78.2
Georgia,White,75.0,80.5
Georgia,Whitfield,74.1,79.4
Georgia,Wilcox,72.2,77.5
Georgia,Wilkes,71.2,77.6
Georgia,Wilkinson,72.9,77.1
Georgia,Worth,72.9,78.7
Hawaii,Hawaii,76.7,83.1
Hawaii,Honolulu,78.1,83.7
Hawaii,Kalawao,76.7,83.1
Hawaii,Kauai,77.0,82.4
Hawaii,Maui,77.8,83.6
Idaho,Ada,78.9,82.4
Idaho,Adams,77.6,81.2
Idaho,Bannock,75.6,79.6
Idaho,Bear Lake,76.7,80.9
Idaho,Benewah,74.8,78.9
Idaho,Bingham,75.6,80.9
Idaho,Blaine,79.9,83.0
Idaho,Boise,76.3,80.5
Idaho,Bonner,76.7,80.7
Idaho,Bonneville,76.5,80.7
Idaho,Boundary,76.7,80.7
Idaho,Butte,77.2,80.5
Idaho,Camas,75.2,79.6
Idaho,Canyon,76.4,80.6
Idaho,Caribou,76.7,80.9
Idaho,Cassia,75.6,80.5
Idaho,Clark,77.2,80.5
Idaho,Clearwater,76.0,80.8
Idaho,Custer,76.3,80.5
Idaho,Elmore,75.9,80.2
Idaho,Franklin,76.7,80.9
Idaho,Fremont,77.2,80.5
Idaho,Gem,76.3,80.5
Idaho,Gooding,75.2,79.6
Idaho,Idaho,76.0,80.8
Idaho,Jefferson,76.5,81.5
Idaho,Jerome,74.1,80.2
Idaho,Kootenai,77.4,80.9
Idaho,Latah,79.0,81.7
Idaho,Lemhi,77.2,80.5
Idaho,Lewis,76.0,80.8
Idaho,Lincoln,75.2,79.6
Idaho,Madison,77.9,81.1
Idaho,Minidoka,75.0,79.3
Idaho,Nez Perce,75.5,79.9
Idaho,Oneida,75.6,80.5
Idaho,Owyhee,75.9,80.2
Idaho,Payette,75.0,79.9
Idaho,Power,75.6,80.5
Idaho,Shoshone,74.8,78.9
Idaho,Teton,77.9,81.1
Idaho,Twin Falls,75.0,79.8
Idaho,Valley,77.6,81.2
Idaho,Washington,77.6,81.2
Illinois,Adams,75.4,81.3
Illinois,Alexander,71.3,77.3
Illinois,Bond,75.6,80.1
Illinois,Boone,77.4,80.9
Illinois,Brown,75.7,79.1
Illinois,Bureau,76.1,81.3
Illinois,Calhoun,74.9,79.2
Illinois,Carroll,75.5,80.7
Illinois,Cass,75.2,79.9
Illinois,Champaign,77.7,81.8
Illinois,Christian,75.3,79.8
Illinois,Clark,74.7,78.8
Illinois,Clay,73.4,80.1
Illinois,Clinton,76.4,82.2
Illinois,Coles,73.8,80.1
Illinois,Cook,75.8,81.0
Illinois,Crawford,74.4,79.5
Illinois,Cumberland,76.1,80.8
Illinois,De Witt,75.1,79.7
Illinois,DeKalb,77.1,80.7
Illinois,Douglas,75.7,80.9
Illinois,DuPage,79.6,83.4
Illinois,Edgar,74.5,79.1
Illinois,Edwards,74.4,80.6
Illinois,Effingham,76.1,80.8
Illinois,Fayette,75.5,80.5
Illinois,Ford,74.7,79.2
Illinois,Franklin,72.2,78.1
Illinois,Fulton,75.3,79.3
Illinois,Gallatin,72.9,78.7
Illinois,Greene,74.9,79.2
Illinois,Grundy,75.8,80.3
Illinois,Hamilton,72.9,78.7
Illinois,Hancock,76.7,82.2
Illinois,Hardin,72.9,78.7
Illinois,Henderson,76.3,82.1
Illinois,Henry,76.0,81.0
Illinois,Iroquois,74.7,79.2
Illinois,Jackson,75.0,79.6
Illinois,Jasper,76.1,80.8
Illinois,Jefferson,74.0,78.9
Illinois,Jersey,76.0,80.5
Illinois,Jo Daviess,78.2,81.9
Illinois,Johnson,74.0,79.3
Illinois,Kane,79.0,82.1
Illinois,Kankakee,74.5,80.1
Illinois,Kendall,77.9,83.1
Illinois,Knox,74.5,78.5
Illinois,La Salle,75.2,79.5
Illinois,Lake,78.9,82.5
Illinois,Lawrence,73.4,78.6
Illinois,Lee,76.6,79.9
Illinois,Livingston,75.4,80.7
Illinois,Logan,74.7,80.3
Illinois,Macon,74.5,79.6
Illinois,Macoupin,76.2,79.7
Illinois,Madison,74.4,79.6
Illinois,Marion,72.4,78.2
Illinois,Marshall,75.5,79.5
Illinois,Mason,75.7,79.1
Illinois,Massac,74.0,79.3
Illinois,McDonough,76.4,80.2
Illinois,McHenry,77.8,81.9
Illinois,McLean,77.3,81.4
Illinois,Menard,75.2,79.9
Illinois,Mercer,76.3,82.1
Illinois,Monroe,78.0,82.2
Illinois,Montgomery,73.9,79.6
Illinois,Morgan,75.8,80.1
Illinois,Moultrie,76.7,80.6
Illinois,Ogle,77.4,81.6
Illinois,Peoria,74.9,79.4
Illinois,Perry,73.9,79.8
Illinois,Piatt,76.7,80.6
Illinois,Pike,76.0,80.4
Illinois,Pope,72.0,77.5
Illinois,Pulaski,71.3,77.3
Illinois,Putnam,76.1,81.3
Illinois,Randolph,75.2,80.3
Illinois,Richland,73.4,80.1
Illinois,Rock Island,76.0,80.4
Illinois,Saline,72.0,77.5
Illinois,Sangamon,74.9,80.3
Illinois,Schuyler,75.7,79.1
Illinois,Scott,76.0,80.4
Illinois,Shelby,76.5,81.1
Illinois,St. Clair,74.1,79.0
Illinois,Stark,75.5,79.5
Illinois,Stephenson,76.3,80.5
Illinois,Tazewell,75.9,80.3
Illinois,Union,75.0,79.4
Illinois,Vermilion,73.1,78.0
Illinois,Wabash,74.4,80.6
Illinois,Warren,73.9,81.2
Illinois,Washington,76.0,81.4
Illinois,Wayne,73.8,80.5
Illinois,White,73.6,79.3
Illinois,Whiteside,75.9,80.7
Illinois,Will,77.4,81.3
Illinois,Williamson,73.5,79.0
Illinois,Winnebago,74.7,80.2
Illinois,Woodford,78.0,81.7
Indiana,Adams,75.2,80.9
Indiana,Allen,76.1,80.2
Indiana,Bartholomew,74.6,79.2
Indiana,Benton,74.3,80.7
Indiana,Blackford,73.1,78.9
Indiana,Boone,77.3,80.6
Indiana,Brown,76.7,80.5
Indiana,Carroll,75.6,80.4
Indiana,Cass,74.1,79.3
Indiana,Clark,74.1,78.5
Indiana,Clay,74.6,79.2
Indiana,Clinton,74.6,79.6
Indiana,Crawford,72.8,79.4
Indiana,Daviess,73.7,79.2
Indiana,Dearborn,76.1,80.3
Indiana,Decatur,74.4,80.0
Indiana,DeKalb,75.0,79.3
Indiana,Delaware,73.7,79.2
Indiana,Dubois,76.9,80.3
Indiana,Elkhart,76.4,80.9
Indiana,Fayette,72.8,76.8
Indiana,Floyd,74.4,78.8
Indiana,Fountain,73.8,79.6
Indiana,Franklin,75.2,80.4
Indiana,Fulton,74.2,78.8
Indiana,Gibson,75.0,79.7
Indiana,Grant,72.3,78.7
Indiana,Greene,73.6,79.0
Indiana,Hamilton,79.2,83.2
Indiana,Hancock,76.2,79.4
Indiana,Harrison,74.4,80.1
Indiana,Hendricks,77.5,81.7
Indiana,Henry,73.4,78.9
Indiana,Howard,74.2,78.7
Indiana,Huntington,75.1,80.3
Indiana,Jackson,73.2,78.8
Indiana,Jasper,74.5,79.6
Indiana,Jay,73.1,78.9
Indiana,Jefferson,73.4,77.7
Indiana,Jennings,72.7,78.1
Indiana,Johnson,76.1,80.7
Indiana,Knox,73.1,78.6
Indiana,Kosciusko,75.5,80.4
Indiana,LaGrange,75.3,79.8
Indiana,Lake,73.2,79.2
Indiana,LaPorte,73.6,78.9
Indiana,Lawrence,72.9,79.0
Indiana,Madison,73.0,78.0
Indiana,Marion,73.2,78.5
Indiana,Marshall,76.2,80.1
Indiana,Martin,73.7,79.2
Indiana,Miami,75.2,79.4
Indiana,Monroe,77.3,81.5
Indiana,Montgomery,74.5,80.0
Indiana,Morgan,74.2,79.6
Indiana,Newton,74.4,79.1
Indiana,Noble,74.6,79.1
Indiana,Ohio,73.2,79.1
Indiana,Orange,72.8,79.4
Indiana,Owen,73.3,78.6
Indiana,Parke,74.3,79.9
Indiana,Perry,75.6,79.4
Indiana,Pike,75.0,79.7
Indiana,Porter,75.9,80.0
Indiana,Posey,75.3,81.2
Indiana,Pulaski,74.2,78.8
Indiana,Putnam,75.4,80.1
Indiana,Randolph,75.0,79.8
Indiana,Ripley,75.9,79.1
Indiana,Rush,74.5,79.0
Indiana,Scott,71.2,76.5
Indiana,Shelby,73.9,79.1
Indiana,Spencer,75.6,80.9
Indiana,St. Joseph,75.2,79.9
Indiana,Starke,72.5,76.5
Indiana,Steuben,77.1,81.3
Indiana,Sullivan,72.6,78.6
Indiana,Switzerland,73.2,79.1
Indiana,Tippecanoe,76.8,80.7
Indiana,Tipton,76.2,79.2
Indiana,Union,75.2,80.4
Indiana,Vanderburgh,74.6,79.0
Indiana,Vermillion,73.6,78.0
