fips,date,state,county,cases,deaths
00000,2020-01-22,Washington,n/a,2,0
00000,2020-01-23,Washington,n/a,2,0
00000,2020-01-24,Washington,n/a,2,0
00000,2020-01-25,Washington,n/a,2,0
00000,2020-01-26,Washington,n/a,2,0
00000,2020-01-27,Washington,n/a,2,0
00000,2020-01-28,Washington,n/a,2,0
00000,2020-01-29,Washington,n/a,3,0
00000,2020-01-30,Washington,n/a,3,0
00000,2020-01-31,Washington,n/a,3,0
00000,2020-02-01,Washington,n/a,4,0
00000,2020-02-02,Washington,n/a,6,0
00000,2020-02-03,Washington,n/a,7,0
00000,2020-02-04,Washington,n/a,8,0
00000,2020-02-05,Washington,n/a,8,0
00000,2020-02-06,Washington,n/a,11,0
00000,2020-02-07,Washington,n/a,12,0
00000,2020-02-08,Washington,n/a,13,0
00000,2020-02-09,Washington,n/a,13,0
00000,2020-02-10,Washington,n/a,16,0
00000,2020-02-11,Washington,n/a,17,0
00000,2020-02-12,Washington,n/a,18,0
00000,2020-02-13,Washington,n/a,18,0
00000,2020-02-14,Washington,n/a,21,0
00000,2020-02-15,Washington,n/a,28,0
00000,2020-02-16,Washington,n/a,35,0
00000,2020-02-17,Washington,n/a,50,0
00000,2020-02-18,Washington,n/a,59,0
00000,2020-02-19,Washington,n/a,69,0
00000,2020-02-20,Washington,n/a,82,0
00000,2020-02-21,Washington,n/a,93,0
00000,2020-02-22,Washington,n/a,106,0
00000,2020-02-23,Washington,n/a,122,0
00000,2020-02-24,Washington,n/a,148,0
00000,2020-02-25,Washington,n/a,179,0
00000,2020-02-26,Washington,n/a,208,2
00000,2020-02-27,Washington,n/a,235,2
00000,2020-02-28,Washington,n/a,275,4
00000,2020-02-29,Washington,n/a,299,5
00000,2020-03-01,Washington,n/a,377,8
00000,2020-03-02,Washington,n/a,450,11
00000,2020-03-03,Washington,n/a,534,14
00000,2020-03-04,Washington,n/a,626,16
00000,2020-03-05,Washington,n/a,731,20
00000,2020-03-06,Washington,n/a,813,26
00000,2020-03-07,Washington,n/a,912,27
00000,2020-03-08,Washington,n/a,1065,31
00000,2020-03-09,Washington,n/a,1237,35
00000,2020-03-10,Washington,n/a,1453,37
00000,2020-03-11,Washington,n/a,1665,40
00000,2020-03-12,Washington,n/a,1921,44
00000,2020-03-13,Washington,n/a,2218,47
00000,2020-03-14,Washington,n/a,2484,51
00000,2020-03-15,Washington,n/a,2738,57
00000,2020-03-16,Washington,n/a,3107,69
00000,2020-03-17,Washington,n/a,3432,78
00000,2020-03-18,Washington,n/a,3810,82
00000,2020-03-19,Washington,n/a,4146,92
00000,2020-03-20,Washington,n/a,4551,104
00000,2020-03-21,Washington,n/a,4837,111
00000,2020-03-22,Washington,n/a,5121,126
00000,2020-03-23,Washington,n/a,5568,137
00000,2020-03-24,Washington,n/a,5923,146
00000,2020-03-25,Washington,n/a,6329,159
00000,2020-03-26,Washington,n/a,6700,183
00000,2020-03-27,Washington,n/a,7076,199
00000,2020-03-28,Washington,n/a,7397,220
00000,2020-03-29,Washington,n/a,7715,237
00000,2020-03-30,Washington,n/a,8120,248
00000,2020-03-31,Washington,n/a,8431,262
00000,2020-04-01,Washington,n/a,8869,282
00000,2020-04-02,Washington,n/a,9201,310
00000,2020-04-03,Washington,n/a,9485,338
00000,2020-04-04,Washington,n/a,9732,365
00000,2020-04-05,Washington,n/a,9953,386
00000,2020-04-06,Washington,n/a,10282,407
00000,2020-04-07,Washington,n/a,10547,429
00000,2020-04-08,Washington,n/a,10831,443
00000,2020-04-09,Washington,n/a,11118,459
00000,2020-04-10,Washington,n/a,11395,476
00000,2020-04-11,Washington,n/a,11605,494
00000,2020-04-12,Washington,n/a,11775,509
00000,2020-04-13,Washington,n/a,12079,526
00000,2020-04-14,Washington,n/a,12303,542
00000,2020-04-15,Washington,n/a,12619,551
00000,2020-04-16,Washington,n/a,12872,571
00000,2020-04-17,Washington,n/a,13174,585
00000,2020-04-18,Washington,n/a,13407,598
00000,2020-04-19,Washington,n/a,13583,615
00000,2020-04-20,Washington,n/a,13890,629
00000,2020-04-21,Washington,n/a,14133,640
00000,2020-04-22,Washington,n/a,14375,647
00000,2020-04-23,Washington,n/a,14628,654
00000,2020-04-24,Washington,n/a,14913,659
00000,2020-04-25,Washington,n/a,15110,665
00000,2020-04-26,Washington,n/a,15292,738
00000,2020-04-27,Washington,n/a,15566,749
00000,2020-04-28,Washington,n/a,15798,765
00000,2020-04-29,Washington,n/a,16042,786
00000,2020-04-30,Washington,n/a,16309,801
00000,2020-05-01,Washington,n/a,16653,814
00000,2020-05-02,Washington,n/a,16802,824
00000,2020-05-03,Washington,n/a,16943,830
00000,2020-05-04,Washington,n/a,17209,834
00000,2020-05-05,Washington,n/a,17470,841
00000,2020-05-06,Washington,n/a,17718,862
00000,2020-05-07,Washington,n/a,17914,870
00000,2020-05-08,Washington,n/a,18124,891
00000,2020-05-09,Washington,n/a,18275,905
00000,2020-05-10,Washington,n/a,18449,921
00000,2020-05-11,Washington,n/a,18741,931
00000,2020-05-12,Washington,n/a,18952,945
00000,2020-05-13,Washington,n/a,19179,962
00000,2020-05-14,Washington,n/a,19424,975
00000,2020-05-15,Washington,n/a,19650,983
00000,2020-05-16,Washington,n/a,19838,992
00000,2020-05-17,Washington,n/a,19991,1000
00000,2020-05-18,Washington,n/a,20286,1001
00000,2020-05-19,Washington,n/a,20535,1002
00000,2020-05-20,Washington,n/a,20784,1031
00000,2020-05-21,Washington,n/a,20988,1037
00000,2020-05-22,Washington,n/a,21283,1044
00000,2020-05-23,Washington,n/a,21492,1050
00000,2020-05-24,Washington,n/a,21652,1055
00000,2020-05-25,Washington,n/a,21909,1061
00000,2020-05-26,Washington,n/a,22184,1070
00000,2020-05-27,Washington,n/a,22483,1078
00000,2020-05-28,Washington,n/a,22753,1095
00000,2020-05-29,Washington,n/a,23047,1106
00000,2020-05-30,Washington,n/a,23275,1111
00000,2020-05-31,Washington,n/a,23456,1118
00000,2020-06-01,Washington,n/a,23798,1118
00000,2020-06-02,Washington,n/a,24086,1124
00000,2020-06-03,Washington,n/a,24385,1129
00000,2020-06-04,Washington,n/a,24677,1135
00000,2020-06-05,Washington,n/a,25023,1138
00000,2020-06-06,Washington,n/a,25227,1149
00000,2020-06-07,Washington,n/a,25419,1153
00000,2020-06-08,Washington,n/a,25732,1159
00000,2020-06-09,Washington,n/a,26004,1161
00000,2020-06-10,Washington,n/a,26281,1176
00000,2020-06-11,Washington,n/a,26559,1190
00000,2020-06-12,Washington,n/a,26825,1194
00000,2020-06-13,Washington,n/a,26985,1204
00000,2020-06-14,Washington,n/a,27095,1213
00000,2020-06-15,Washington,n/a,27493,1217
00000,2020-06-16,Washington,n/a,27925,1221
00000,2020-06-17,Washington,n/a,28255,1231
00000,2020-06-18,Washington,n/a,28575,1226
00000,2020-06-19,Washington,n/a,28666,1245
00000,2020-06-20,Washington,n/a,28680,1255
00000,2020-06-21,Washington,n/a,28225,1265
00000,2020-06-22,Washington,n/a,28680,1270
00000,2020-06-23,Washington,n/a,28870,1276
00000,2020-06-24,Washington,n/a,29386,1284
00000,2020-06-25,Washington,n/a,29869,1293
00000,2020-06-26,Washington,n/a,30367,1300
00000,2020-06-27,Washington,n/a,30855,1304
00000,2020-06-28,Washington,n/a,31404,1310
00000,2020-06-29,Washington,n/a,31752,1310
00000,2020-06-30,Washington,n/a,32253,1320
00000,2020-07-01,Washington,n/a,32824,1332
00000,2020-07-02,Washington,n/a,33435,1339
00000,2020-07-03,Washington,n/a,34151,1342
00000,2020-07-04,Washington,n/a,34778,1352
00000,2020-07-05,Washington,n/a,35247,1354
00000,2020-07-06,Washington,n/a,35898,1359
00000,2020-07-07,Washington,n/a,36985,1370
00000,2020-03-04,Wisconsin,n/a,1,0
00000,2020-03-05,Wisconsin,n/a,1,0
00000,2020-03-06,Wisconsin,n/a,1,0
00000,2020-03-07,Wisconsin,n/a,1,0
00000,2020-03-08,Wisconsin,n/a,1,0
00000,2020-03-09,Wisconsin,n/a,1,0
00000,2020-03-10,Wisconsin,n/a,2,0
00000,2020-03-11,Wisconsin,n/a,3,0
00000,2020-03-12,Wisconsin,n/a,9,0
00000,2020-03-13,Wisconsin,n/a,23,0
00000,2020-03-14,Wisconsin,n/a,23,0
00000,2020-03-15,Wisconsin,n/a,37,0
00000,2020-03-16,Wisconsin,n/a,56,0
00000,2020-03-17,Wisconsin,n/a,83,0
00000,2020-03-18,Wisconsin,n/a,121,0
00000,2020-03-19,Wisconsin,n/a,174,0
00000,2020-03-20,Wisconsin,n/a,235,3
00000,2020-03-21,Wisconsin,n/a,315,4
00000,2020-03-22,Wisconsin,n/a,425,4
00000,2020-03-23,Wisconsin,n/a,466,5
00000,2020-03-24,Wisconsin,n/a,525,5
00000,2020-03-25,Wisconsin,n/a,667,7
00000,2020-03-26,Wisconsin,n/a,806,8
00000,2020-03-27,Wisconsin,n/a,969,13
00000,2020-03-28,Wisconsin,n/a,1134,13
00000,2020-03-29,Wisconsin,n/a,1276,13
00000,2020-03-30,Wisconsin,n/a,1422,14
00000,2020-03-31,Wisconsin,n/a,1585,16
00000,2020-04-01,Wisconsin,n/a,1821,24
00000,2020-04-02,Wisconsin,n/a,2040,31
00000,2020-04-03,Wisconsin,n/a,2263,37
00000,2020-04-04,Wisconsin,n/a,2476,56
00000,2020-04-05,Wisconsin,n/a,2643,68
00000,2020-04-06,Wisconsin,n/a,2866,77
00000,2020-04-07,Wisconsin,n/a,3064,92
00000,2020-04-08,Wisconsin,n/a,3279,99
00000,2020-04-09,Wisconsin,n/a,3443,111
00000,2020-04-10,Wisconsin,n/a,3665,128
00000,2020-04-11,Wisconsin,n/a,3822,137
00000,2020-04-12,Wisconsin,n/a,3964,144
00000,2020-04-13,Wisconsin,n/a,4080,154
00000,2020-04-14,Wisconsin,n/a,4246,170
00000,2020-04-15,Wisconsin,n/a,4453,182
00000,2020-04-16,Wisconsin,n/a,4636,197
00000,2020-04-17,Wisconsin,n/a,4839,205
00000,2020-04-18,Wisconsin,n/a,5013,211
00000,2020-04-19,Wisconsin,n/a,5176,220
00000,2020-04-20,Wisconsin,n/a,5353,230
00000,2020-04-21,Wisconsin,n/a,5509,242
00000,2020-04-22,Wisconsin,n/a,5766,246
00000,2020-04-23,Wisconsin,n/a,6011,257
00000,2020-04-24,Wisconsin,n/a,6364,262
00000,2020-04-25,Wisconsin,n/a,6715,266
00000,2020-04-26,Wisconsin,n/a,6963,272
00000,2020-04-27,Wisconsin,n/a,7161,281
00000,2020-04-28,Wisconsin,n/a,7391,300
00000,2020-04-29,Wisconsin,n/a,7660,308
00000,2020-04-30,Wisconsin,n/a,8052,316
00000,2020-05-01,Wisconsin,n/a,8550,327
00000,2020-05-02,Wisconsin,n/a,8920,334
00000,2020-05-03,Wisconsin,n/a,9227,339
00000,2020-05-04,Wisconsin,n/a,9538,340
00000,2020-05-05,Wisconsin,n/a,9896,353
00000,2020-05-06,Wisconsin,n/a,10262,362
00000,2020-05-07,Wisconsin,n/a,10621,374
00000,2020-05-08,Wisconsin,n/a,11030,384
00000,2020-05-09,Wisconsin,n/a,11402,398
00000,2020-05-10,Wisconsin,n/a,11694,400
00000,2020-05-11,Wisconsin,n/a,11920,409
00000,2020-05-12,Wisconsin,n/a,12131,418
00000,2020-05-13,Wisconsin,n/a,12449,421
00000,2020-05-14,Wisconsin,n/a,12869,434
00000,2020-05-15,Wisconsin,n/a,13344,445
00000,2020-05-16,Wisconsin,n/a,13878,453
00000,2020-05-17,Wisconsin,n/a,14257,453
00000,2020-05-18,Wisconsin,n/a,14442,459
00000,2020-05-19,Wisconsin,n/a,14692,467
00000,2020-05-20,Wisconsin,n/a,15269,481
00000,2020-05-21,Wisconsin,n/a,15792,487
00000,2020-05-22,Wisconsin,n/a,16340,496
00000,2020-05-23,Wisconsin,n/a,16843,507
00000,2020-05-24,Wisconsin,n/a,17253,510
00000,2020-05-25,Wisconsin,n/a,17571,514
00000,2020-05-26,Wisconsin,n/a,17867,517
00000,2020-05-27,Wisconsin,n/a,18513,539
00000,2020-05-28,Wisconsin,n/a,19077,550
00000,2020-05-29,Wisconsin,n/a,19843,568
00000,2020-05-30,Wisconsin,n/a,20382,588
00000,2020-05-31,Wisconsin,n/a,20564,592
00000,2020-06-01,Wisconsin,n/a,20736,595
00000,2020-06-02,Wisconsin,n/a,21155,607
00000,2020-06-03,Wisconsin,n/a,21661,616
00000,2020-06-04,Wisconsin,n/a,22193,626
00000,2020-06-05,Wisconsin,n/a,22599,633
00000,2020-06-06,Wisconsin,n/a,22937,645
00000,2020-06-07,Wisconsin,n/a,23212,647
00000,2020-06-08,Wisconsin,n/a,23434,646
00000,2020-06-09,Wisconsin,n/a,23734,661
00000,2020-06-10,Wisconsin,n/a,24070,671
00000,2020-06-11,Wisconsin,n/a,24441,682
00000,2020-06-12,Wisconsin,n/a,24795,689
00000,2020-06-13,Wisconsin,n/a,25089,691
00000,2020-06-14,Wisconsin,n/a,25340,692
00000,2020-06-15,Wisconsin,n/a,25546,694
00000,2020-06-16,Wisconsin,n/a,25844,703
00000,2020-06-17,Wisconsin,n/a,26129,712
00000,2020-06-18,Wisconsin,n/a,26590,719
00000,2020-06-19,Wisconsin,n/a,26913,730
00000,2020-06-20,Wisconsin,n/a,27326,744
00000,2020-06-21,Wisconsin,n/a,27615,744
00000,2020-06-22,Wisconsin,n/a,27878,745
00000,2020-06-23,Wisconsin,n/a,28175,750
00000,2020-06-24,Wisconsin,n/a,28641,757
00000,2020-06-25,Wisconsin,n/a,29105,766
00000,2020-06-26,Wisconsin,n/a,29668,766
00000,2020-06-27,Wisconsin,n/a,30227,777
00000,2020-06-28,Wisconsin,n/a,30707,777
00000,2020-06-29,Wisconsin,n/a,31033,784
00000,2020-06-30,Wisconsin,n/a,31662,784
00000,2020-07-01,Wisconsin,n/a,32225,793
00000,2020-07-02,Wisconsin,n/a,32809,800
00000,2020-07-03,Wisconsin,n/a,33431,803
00000,2020-07-04,Wisconsin,n/a,34207,803
00000,2020-07-05,Wisconsin,n/a,34740,803
00000,2020-07-06,Wisconsin,n/a,35230,803
00000,2020-07-07,Wisconsin,n/a,35765,812
00000,2020-03-06,West Virginia,n/a,0,0
00000,2020-03-07,West Virginia,n/a,0,0
00000,2020-03-08,West Virginia,n/a,0,0
00000,2020-03-09,West Virginia,n/a,0,0
00000,2020-03-10,West Virginia,n/a,0,0
00000,2020-03-11,West Virginia,n/a,0,0
00000,2020-03-12,West Virginia,n/a,0,0
00000,2020-03-13,West Virginia,n/a,0,0
00000,2020-03-14,West Virginia,n/a,0,0
00000,2020-03-15,West Virginia,n/a,0,0
00000,2020-03-16,West Virginia,n/a,0,0
00000,2020-03-17,West Virginia,n/a,0,0
00000,2020-03-18,West Virginia,n/a,1,0
00000,2020-03-19,West Virginia,n/a,2,0
00000,2020-03-20,West Virginia,n/a,7,0
00000,2020-03-21,West Virginia,n/a,11,0
00000,2020-03-22,West Virginia,n/a,12,0
00000,2020-03-23,West Virginia,n/a,16,0
00000,2020-03-24,West Virginia,n/a,20,0
00000,2020-03-25,West Virginia,n/a,39,0
00000,2020-03-26,West Virginia,n/a,51,0
00000,2020-03-27,West Virginia,n/a,76,0
00000,2020-03-28,West Virginia,n/a,96,0
00000,2020-03-29,West Virginia,n/a,113,0
00000,2020-03-30,West Virginia,n/a,126,1
00000,2020-03-31,West Virginia,n/a,162,1
00000,2020-04-01,West Virginia,n/a,191,1
00000,2020-04-02,West Virginia,n/a,217,2
00000,2020-04-03,West Virginia,n/a,237,2
00000,2020-04-04,West Virginia,n/a,282,2
00000,2020-04-05,West Virginia,n/a,324,3
00000,2020-04-06,West Virginia,n/a,345,4
00000,2020-04-07,West Virginia,n/a,412,4
00000,2020-04-08,West Virginia,n/a,462,4
00000,2020-04-09,West Virginia,n/a,523,5
00000,2020-04-10,West Virginia,n/a,554,5
00000,2020-04-11,West Virginia,n/a,577,5
00000,2020-04-12,West Virginia,n/a,611,8
00000,2020-04-13,West Virginia,n/a,626,9
00000,2020-04-14,West Virginia,n/a,640,9
00000,2020-04-15,West Virginia,n/a,702,10
00000,2020-04-16,West Virginia,n/a,739,13
00000,2020-04-17,West Virginia,n/a,754,13
00000,2020-04-18,West Virginia,n/a,785,16
00000,2020-04-19,West Virginia,n/a,863,18
00000,2020-04-20,West Virginia,n/a,902,24
00000,2020-04-21,West Virginia,n/a,914,26
00000,2020-04-22,West Virginia,n/a,939,26
00000,2020-04-23,West Virginia,n/a,967,29
00000,2020-04-24,West Virginia,n/a,988,32
00000,2020-04-25,West Virginia,n/a,1020,32
00000,2020-04-26,West Virginia,n/a,1044,34
00000,2020-04-27,West Virginia,n/a,1063,36
00000,2020-04-28,West Virginia,n/a,1079,37
00000,2020-04-29,West Virginia,n/a,1095,38
00000,2020-04-30,West Virginia,n/a,1118,41
00000,2020-05-01,West Virginia,n/a,1136,46
00000,2020-05-02,West Virginia,n/a,1169,48
00000,2020-05-03,West Virginia,n/a,1191,50
00000,2020-05-04,West Virginia,n/a,1206,50
00000,2020-05-05,West Virginia,n/a,1238,50
00000,2020-05-06,West Virginia,n/a,1248,50
00000,2020-05-07,West Virginia,n/a,1287,51
00000,2020-05-08,West Virginia,n/a,1310,51
00000,2020-05-09,West Virginia,n/a,1335,53
00000,2020-05-10,West Virginia,n/a,1360,54
00000,2020-05-11,West Virginia,n/a,1366,54
00000,2020-05-12,West Virginia,n/a,1371,57
00000,2020-05-13,West Virginia,n/a,1398,58
00000,2020-05-14,West Virginia,n/a,1427,60
00000,2020-05-15,West Virginia,n/a,1441,62
00000,2020-05-16,West Virginia,n/a,1457,64
00000,2020-05-17,West Virginia,n/a,1490,67
00000,2020-05-18,West Virginia,n/a,1491,67
00000,2020-05-19,West Virginia,n/a,1509,68
00000,2020-05-20,West Virginia,n/a,1545,69
00000,2020-05-21,West Virginia,n/a,1593,70
00000,2020-05-22,West Virginia,n/a,1616,71
00000,2020-05-23,West Virginia,n/a,1717,72
00000,2020-05-24,West Virginia,n/a,1759,72
00000,2020-05-25,West Virginia,n/a,1774,72
00000,2020-05-26,West Virginia,n/a,1854,74
00000,2020-05-27,West Virginia,n/a,1867,74
00000,2020-05-28,West Virginia,n/a,1906,74
00000,2020-05-29,West Virginia,n/a,1951,74
00000,2020-05-30,West Virginia,n/a,1974,75
00000,2020-05-31,West Virginia,n/a,2010,75
00000,2020-06-01,West Virginia,n/a,2017,75
00000,2020-06-02,West Virginia,n/a,2041,77
00000,2020-06-03,West Virginia,n/a,2071,78
00000,2020-06-04,West Virginia,n/a,2092,78
00000,2020-06-05,West Virginia,n/a,2119,84
00000,2020-06-06,West Virginia,n/a,2131,84
00000,2020-06-07,West Virginia,n/a,2144,84
00000,2020-06-08,West Virginia,n/a,2153,84
00000,2020-06-09,West Virginia,n/a,2169,84
00000,2020-06-10,West Virginia,n/a,2188,85
00000,2020-06-11,West Virginia,n/a,2212,85
00000,2020-06-12,West Virginia,n/a,2233,86
00000,2020-06-13,West Virginia,n/a,2259,88
00000,2020-06-14,West Virginia,n/a,2289,88
00000,2020-06-15,West Virginia,n/a,2298,88
00000,2020-06-16,West Virginia,n/a,2341,88
00000,2020-06-17,West Virginia,n/a,2376,88
00000,2020-06-18,West Virginia,n/a,2418,88
00000,2020-06-19,West Virginia,n/a,2435,88
00000,2020-06-20,West Virginia,n/a,2486,88
00000,2020-06-21,West Virginia,n/a,2543,89
00000,2020-06-22,West Virginia,n/a,2552,89
00000,2020-06-23,West Virginia,n/a,2582,92
00000,2020-06-24,West Virginia,n/a,2629,92
00000,2020-06-25,West Virginia,n/a,2661,92
00000,2020-06-26,West Virginia,n/a,2712,92
00000,2020-06-27,West Virginia,n/a,2761,93
00000,2020-06-28,West Virginia,n/a,2817,93
00000,2020-06-29,West Virginia,n/a,2870,93
00000,2020-06-30,West Virginia,n/a,2905,93
00000,2020-07-01,West Virginia,n/a,2932,93
00000,2020-07-02,West Virginia,n/a,3053,93
00000,2020-07-03,West Virginia,n/a,3126,93
00000,2020-07-04,West Virginia,n/a,3141,94
00000,2020-07-05,West Virginia,n/a,3262,94
00000,2020-07-06,West Virginia,n/a,3442,95
00000,2020-07-07,West Virginia,n/a,3461,95
00000,2020-03-04,Florida,n/a,2,0
00000,2020-03-05,Florida,n/a,9,0
00000,2020-03-06,Florida,n/a,9,0
00000,2020-03-07,Florida,n/a,14,0
00000,2020-03-08,Florida,n/a,17,0
00000,2020-03-09,Florida,n/a,18,0
00000,2020-03-10,Florida,n/a,19,0
00000,2020-03-11,Florida,n/a,28,2
00000,2020-03-12,Florida,n/a,32,2
00000,2020-03-13,Florida,n/a,50,2
00000,2020-03-14,Florida,n/a,77,3
00000,2020-03-15,Florida,n/a,116,4
00000,2020-03-16,Florida,n/a,141,4
00000,2020-03-17,Florida,n/a,186,6
00000,2020-03-18,Florida,n/a,314,7
00000,2020-03-19,Florida,n/a,390,8
00000,2020-03-20,Florida,n/a,520,10
00000,2020-03-21,Florida,n/a,658,12
00000,2020-03-22,Florida,n/a,830,13
00000,2020-03-23,Florida,n/a,1171,14
00000,2020-03-24,Florida,n/a,1412,18
00000,2020-03-25,Florida,n/a,1682,22
00000,2020-03-26,Florida,n/a,2355,28
00000,2020-03-27,Florida,n/a,2765,34
00000,2020-03-28,Florida,n/a,3763,54
00000,2020-03-29,Florida,n/a,4246,56
00000,2020-03-30,Florida,n/a,5473,63
00000,2020-03-31,Florida,n/a,6338,77
00000,2020-04-01,Florida,n/a,6955,87
00000,2020-04-02,Florida,n/a,8010,128
00000,2020-04-03,Florida,n/a,9585,163
00000,2020-04-04,Florida,n/a,11111,191
00000,2020-04-05,Florida,n/a,12151,218
00000,2020-04-06,Florida,n/a,13324,236
00000,2020-04-07,Florida,n/a,14747,296
00000,2020-04-08,Florida,n/a,15455,309
00000,2020-04-09,Florida,n/a,16364,354
00000,2020-04-10,Florida,n/a,17531,390
00000,2020-04-11,Florida,n/a,18494,438
00000,2020-04-12,Florida,n/a,19355,465
00000,2020-04-13,Florida,n/a,20601,483
00000,2020-04-14,Florida,n/a,21367,537
00000,2020-04-15,Florida,n/a,22511,609
00000,2020-04-16,Florida,n/a,22897,646
00000,2020-04-17,Florida,n/a,24119,699
00000,2020-04-18,Florida,n/a,25269,754
00000,2020-04-19,Florida,n/a,25996,781
00000,2020-04-20,Florida,n/a,26660,806
00000,2020-04-21,Florida,n/a,27495,856
00000,2020-04-22,Florida,n/a,28309,910
00000,2020-04-23,Florida,n/a,28832,979
00000,2020-04-24,Florida,n/a,30174,1031
00000,2020-04-25,Florida,n/a,30839,1075
00000,2020-04-26,Florida,n/a,31528,1094
00000,2020-04-27,Florida,n/a,32138,1101
00000,2020-04-28,Florida,n/a,32846,1154
00000,2020-04-29,Florida,n/a,33193,1240
00000,2020-04-30,Florida,n/a,33690,1290
00000,2020-05-01,Florida,n/a,34728,1314
00000,2020-05-02,Florida,n/a,35463,1388
00000,2020-05-03,Florida,n/a,36078,1403
00000,2020-05-04,Florida,n/a,36897,1423
00000,2020-05-05,Florida,n/a,37439,1536
00000,2020-05-06,Florida,n/a,38002,1605
00000,2020-05-07,Florida,n/a,38828,1667
00000,2020-05-08,Florida,n/a,39199,1738
00000,2020-05-09,Florida,n/a,40001,1785
00000,2020-05-10,Florida,n/a,40596,1791
00000,2020-05-11,Florida,n/a,40982,1805
00000,2020-05-12,Florida,n/a,41923,1849
00000,2020-05-13,Florida,n/a,42402,1898
00000,2020-05-14,Florida,n/a,43210,1948
00000,2020-05-15,Florida,n/a,43210,1991
00000,2020-05-16,Florida,n/a,44811,2040
00000,2020-05-17,Florida,n/a,45588,2049
00000,2020-05-18,Florida,n/a,46442,2073
00000,2020-05-19,Florida,n/a,46944,2129
00000,2020-05-20,Florida,n/a,47471,2173
00000,2020-05-21,Florida,n/a,48675,2222
00000,2020-05-22,Florida,n/a,49451,2268
00000,2020-05-23,Florida,n/a,50127,2312
00000,2020-05-24,Florida,n/a,50867,2316
00000,2020-05-25,Florida,n/a,51746,2331
00000,2020-05-26,Florida,n/a,52255,2338
00000,2020-05-27,Florida,n/a,52634,2400
00000,2020-05-28,Florida,n/a,53285,2446
00000,2020-05-29,Florida,n/a,54497,2495
00000,2020-05-30,Florida,n/a,55424,2530
00000,2020-05-31,Florida,n/a,56163,2534
00000,2020-06-01,Florida,n/a,56830,2543
00000,2020-06-02,Florida,n/a,57447,2613
00000,2020-06-03,Florida,n/a,58764,2650
00000,2020-06-04,Florida,n/a,60183,2691
00000,2020-06-05,Florida,n/a,61488,2745
00000,2020-06-06,Florida,n/a,62758,2773
00000,2020-06-07,Florida,n/a,63938,2786
00000,2020-06-08,Florida,n/a,64904,2798
00000,2020-06-09,Florida,n/a,66000,2851
00000,2020-06-10,Florida,n/a,67371,2889
00000,2020-06-11,Florida,n/a,69069,2938
00000,2020-06-12,Florida,n/a,70971,2967
00000,2020-06-13,Florida,n/a,73552,3016
00000,2020-06-14,Florida,n/a,75568,3022
00000,2020-06-15,Florida,n/a,77326,3030
00000,2020-06-16,Florida,n/a,80109,3085
00000,2020-06-17,Florida,n/a,82719,3110
00000,2020-06-18,Florida,n/a,85926,3154
00000,2020-06-19,Florida,n/a,89748,3197
00000,2020-06-20,Florida,n/a,93797,3237
00000,2020-06-21,Florida,n/a,97291,3254
00000,2020-06-22,Florida,n/a,100217,3266
00000,2020-06-23,Florida,n/a,103503,3333
00000,2020-06-24,Florida,n/a,109014,3377
00000,2020-06-25,Florida,n/a,114018,3423
00000,2020-06-26,Florida,n/a,122960,3464
00000,2020-06-27,Florida,n/a,132545,3489
00000,2020-06-28,Florida,n/a,141075,3518
00000,2020-06-29,Florida,n/a,146341,3546
00000,2020-06-30,Florida,n/a,152434,3604
00000,2020-07-01,Florida,n/a,158997,3650
00000,2020-07-02,Florida,n/a,169106,3718
00000,2020-07-03,Florida,n/a,178594,3785
00000,2020-07-04,Florida,n/a,190052,3803
00000,2020-07-05,Florida,n/a,200111,3832
00000,2020-07-06,Florida,n/a,206447,3880
00000,2020-07-07,Florida,n/a,213794,3943
00000,2020-03-07,Wyoming,n/a,0,0
00000,2020-03-08,Wyoming,n/a,0,0
00000,2020-03-09,Wyoming,n/a,0,0
00000,2020-03-10,Wyoming,n/a,0,0
00000,2020-03-11,Wyoming,n/a,0,0
00000,2020-03-12,Wyoming,n/a,1,0
00000,2020-03-13,Wyoming,n/a,1,0
00000,2020-03-14,Wyoming,n/a,2,0
00000,2020-03-15,Wyoming,n/a,3,0
00000,2020-03-16,Wyoming,n/a,3,0
00000,2020-03-17,Wyoming,n/a,10,0
00000,2020-03-18,Wyoming,n/a,15,0
00000,2020-03-19,Wyoming,n/a,18,0
00000,2020-03-20,Wyoming,n/a,19,0
00000,2020-03-21,Wyoming,n/a,23,0
00000,2020-03-22,Wyoming,n/a,24,0
00000,2020-03-23,Wyoming,n/a,26,0
00000,2020-03-24,Wyoming,n/a,29,0
00000,2020-03-25,Wyoming,n/a,44,0
00000,2020-03-26,Wyoming,n/a,53,0
00000,2020-03-27,Wyoming,n/a,70,0
00000,2020-03-28,Wyoming,n/a,82,0
00000,2020-03-29,Wyoming,n/a,86,0
00000,2020-03-30,Wyoming,n/a,94,0
00000,2020-03-31,Wyoming,n/a,109,0
00000,2020-04-01,Wyoming,n/a,130,0
00000,2020-04-02,Wyoming,n/a,150,0
00000,2020-04-03,Wyoming,n/a,162,0
00000,2020-04-04,Wyoming,n/a,187,0
00000,2020-04-05,Wyoming,n/a,197,0
00000,2020-04-06,Wyoming,n/a,210,0
00000,2020-04-07,Wyoming,n/a,216,0
00000,2020-04-08,Wyoming,n/a,221,0
00000,2020-04-09,Wyoming,n/a,230,0
00000,2020-04-10,Wyoming,n/a,253,0
